Korean (ko),Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
격언,0,0,0,0,0,0,0,1
흥역,0,0,1,1,0,1,0,0
법안,0,0,0,0,0,0,0,1
정확히잰,0,0,0,0,0,0,0,1
메달,0,1,0,0,1,0,1,1
간섭하다,1,0,0,0,0,0,0,0
의료,0,1,0,1,0,0,0,1
순한,0,0,0,0,0,1,0,0
우울증의,0,0,0,0,0,1,0,0
난투,0,0,0,1,0,0,0,0
멜로드라마,1,0,0,0,0,1,0,0
기억에남는,0,0,0,0,1,0,1,1
기록,0,0,0,0,0,1,0,0
협박하는,1,0,0,1,0,0,0,0
멘토르,0,0,0,0,0,0,0,1
용병,0,0,0,1,0,0,0,0
무자비한,0,0,0,1,0,0,0,0
병합하다,0,1,0,0,0,0,0,0
장점,0,0,0,0,0,0,0,1
가치있는,0,0,0,0,1,0,0,1
명랑한소동,0,0,0,0,1,0,1,0
명랑한,0,0,0,0,1,0,0,0
음식물,0,0,1,0,0,0,0,0
전령,0,0,0,0,0,0,0,1
어질러놓은,0,0,1,0,0,0,0,0
현미경,0,0,0,0,0,0,0,1
산파,0,1,0,0,1,0,0,1
곰팡이,0,0,1,0,0,0,0,0
시민군,1,0,0,1,0,1,0,0
밀,0,1,0,0,0,0,0,0
흉내,0,0,0,0,0,0,1,0
기적,0,1,0,0,1,0,1,1
기적적,0,0,0,0,1,0,1,0
환락,0,0,0,0,1,0,0,0
버릇없음,1,0,1,0,0,0,1,0
오인,1,0,1,1,0,0,0,0
딱한,1,0,1,0,0,1,0,0
비참하게,0,0,0,0,0,1,0,0
불행,1,0,1,1,0,1,0,0
잘못인도된,0,0,1,0,0,0,0,0
오도​​된,1,0,0,1,0,0,0,1
잘못두다,1,0,1,0,0,0,0,0
와전,0,0,0,0,0,1,0,0
허위진술된,1,0,0,0,0,0,0,0
미사일,0,0,0,1,0,0,0,0
있어야할곳에없는,0,0,0,1,0,1,0,0
그릇된진술,1,0,1,0,0,0,0,0
잘못,0,0,0,0,0,1,0,0
잔돈,0,0,1,0,0,0,0,0
해자외호,0,0,0,0,0,0,0,1
조롱,0,0,1,0,0,0,0,0
중재자,0,0,0,0,0,0,0,1
수정하다,0,0,0,0,0,0,1,0
기세,0,1,0,0,0,0,0,0
화폐의,0,1,0,0,0,0,0,0
돈,1,1,0,0,1,0,1,1
수도사,0,0,0,0,0,0,0,1
단색화,0,0,1,0,0,0,0,0
일부일처,0,0,0,0,0,0,0,1
우기,0,0,0,0,0,1,0,0
괴물,0,0,0,1,0,0,0,0
기괴,1,0,1,1,0,0,1,0
계선설비,0,0,0,0,0,0,0,1
도덕,0,0,0,0,0,0,0,1
수신,1,1,1,0,1,0,1,1
병적인,0,0,0,0,0,1,0,0
병적상태,1,0,1,1,0,1,0,0
죽은사람,0,0,0,0,0,1,0,0
아침,0,1,0,0,0,0,0,0
이튿날,0,1,0,0,0,0,0,0
저당,0,0,0,1,0,0,0,0
저당권설정자,0,0,0,1,0,0,0,0
고행,0,1,1,1,0,1,0,0
시체임시안치소,0,0,0,1,0,1,0,0
사원,1,0,0,0,0,0,0,0
모기,1,0,1,0,0,0,0,0
어머니,0,1,0,0,1,1,0,1
애도하다,0,0,0,0,0,1,0,0
입,0,0,0,0,0,0,1,0
한입가득,0,0,1,0,0,0,0,0
점액,0,0,1,0,0,0,0,0
노새,1,0,0,0,0,0,0,1
침묵,0,0,0,1,0,0,0,0
살인자,1,0,1,1,0,1,0,0
살인적인,1,0,1,1,0,1,1,0
음악,0,0,0,0,1,1,0,0
뮤지컬,1,1,0,0,1,1,1,1
소총,0,0,0,1,0,0,0,0
곰팡내나는,0,0,1,0,0,0,0,0
절단된,0,0,1,0,0,0,0,0
포구,0,0,0,1,0,0,0,0
근시,1,0,0,0,0,1,0,0
신비한,0,1,0,1,0,0,1,0
신비,0,1,0,0,0,0,1,0
신비주의의,0,0,0,0,0,0,1,0
붙잡다,0,0,0,0,0,0,1,0
이름이없는,0,0,1,0,0,0,0,0
냅킨,0,0,0,0,0,1,0,0
추잡한,1,0,1,1,0,1,0,0
민족,0,0,0,0,0,0,0,1
구역질,0,0,1,0,0,0,0,0
메스꺼움,0,0,1,0,0,1,0,0
항해가능한,0,1,0,0,0,0,0,0
항해자,0,1,0,0,0,0,0,1
필요성,0,0,0,0,0,1,0,0
방치된,1,0,1,0,0,1,0,0
협상하다,0,0,0,0,0,0,0,1
흑인,0,0,0,0,0,1,0,0
이웃사람,0,1,0,0,0,0,0,1
이웃,0,1,0,0,0,0,0,0
친척편중,1,0,1,0,0,1,0,0
강한,0,1,0,1,0,0,0,0
신경질,0,0,0,1,0,0,0,0
둥지,0,0,0,0,0,0,0,1
기분좋게눕다,0,0,0,0,0,0,0,1
쐐기풀,1,0,1,0,0,0,0,0
회로망,0,1,0,0,0,0,0,0
신경통,0,0,0,1,0,1,0,0
신경증,0,0,0,1,0,1,0,0
신경증환자,0,0,1,1,0,0,0,0
중립국,0,1,0,0,0,0,0,1
중립,0,0,0,0,0,0,0,1
새로온사람,0,0,0,1,0,0,1,0
니코틴,0,0,1,0,0,0,0,0
악몽,0,0,0,1,0,0,0,0
시끄러운,1,0,0,0,0,0,0,0
코,0,0,1,0,0,0,0,0
주목할만한,0,0,0,0,1,0,0,1
공증인,0,0,0,0,0,0,0,1
공고,0,1,0,0,0,0,0,0
평판,1,0,1,1,0,0,0,0
폐가되는행위,1,0,0,0,0,0,0,0
얼어서고움,0,0,0,0,0,1,0,0
간호사,0,0,0,0,0,0,0,1
양식장,0,0,0,0,1,0,0,1
양육,1,1,1,1,1,0,0,1
영양가있는,0,0,0,0,0,1,0,0
오아시스,0,1,0,0,1,0,0,1
맹세,0,0,0,0,0,0,0,1
뚱뚱한,0,0,1,0,0,0,0,0
복종하다,0,0,0,1,0,0,0,1
오비,0,0,1,1,0,0,0,0
사망기사,0,0,0,0,0,1,0,0
용의주의,0,0,0,0,0,0,0,1
기꺼이남을돌봐주는,1,1,1,1,1,0,1,1
말살하다,1,0,0,1,0,1,0,0
말살된,1,0,0,1,0,0,0,0
말살,0,0,0,1,0,1,0,0
망각,1,0,0,1,0,0,0,0
장애물,1,0,0,1,0,1,0,0
산과의사,0,0,0,0,0,0,0,1
막다,1,0,0,1,0,0,0,0
폐쇄적인,1,0,0,0,0,0,0,0
얻을수있는,0,0,0,0,1,0,0,0
가끔,0,0,0,0,0,0,1,0
점유자,0,0,0,0,0,0,0,1
문어,0,0,1,0,0,0,0,0
괴벽,0,0,1,0,0,1,1,0
추악한,1,0,1,1,0,0,0,0
긁다,1,0,1,0,0,0,0,0
헌금,0,0,0,0,0,0,0,1
장교,0,0,0,0,0,0,0,1
공무원,0,0,0,0,0,0,0,1
오프셋,0,1,0,0,0,0,0,0
오우거,0,0,1,1,0,0,0,0
더오래된,0,0,0,0,0,1,0,0
후각의,0,1,0,0,0,0,0,0
전조,0,1,0,1,0,0,0,0
불길한,0,1,0,1,0,0,0,0
전능,0,0,0,1,0,0,0,0
전지전능한,0,0,0,0,0,0,0,1
번거로운,1,0,0,0,0,1,0,0
습격,0,1,0,0,0,0,0,0
오페라,1,1,0,1,1,1,1,1
고의적인,1,0,0,0,0,0,0,0
아편,1,0,1,1,0,1,0,0
상대,1,1,1,1,0,0,0,0
반대하는,1,0,0,1,0,0,0,0
압박,1,0,1,1,0,1,0,0
억압적인,1,0,1,1,0,1,0,0
압제자,1,0,0,1,0,1,0,0
낙천주의,0,1,0,0,1,0,1,1
낙천주의자,0,0,0,0,0,0,0,1
신탁,0,1,0,0,0,0,0,1
오크,1,0,1,1,0,0,0,0
오케스트라,1,0,0,0,1,1,0,1
안수받은,0,0,0,0,0,0,0,1
지독한시련,1,0,0,0,0,0,1,0
안수식,0,1,0,0,1,0,0,1
병기,0,0,0,1,0,0,0,0
오르간,0,1,0,0,1,0,0,0
조직,0,1,0,0,1,0,1,1
오르가슴,0,1,0,0,1,0,0,0
독창,0,0,0,0,0,0,1,0
정설,0,0,0,0,0,0,0,1
쫓아내다,1,0,0,0,0,1,0,0
항의,1,0,0,1,0,0,1,0
능가하다,0,1,0,0,0,0,0,0
옥외변소,0,0,1,0,0,0,0,0
전초,0,0,0,1,0,0,0,0
터무니없는,0,0,0,0,0,0,1,0
문외한,0,0,0,1,0,0,0,0
대인기,0,0,0,0,0,1,0,0
뽐내는,1,0,0,0,0,0,0,0
연체된,0,1,0,0,0,1,1,0
과대평가하다,0,0,0,0,0,0,1,0
기뻤던,0,0,0,0,1,0,0,0
초과적재,0,0,0,0,0,1,0,0
압도하는,1,0,0,1,0,0,0,0
고가의,1,0,1,0,0,1,0,0
타도,0,1,0,1,0,0,0,0
서장,0,1,0,0,0,0,0,0
압도당한,0,0,0,0,0,1,0,0
빚지고있는,1,1,1,1,0,1,0,1
외륜,0,1,0,0,0,0,0,0
고통받는,0,0,0,1,0,1,0,0
아픈,1,0,1,1,0,1,0,0
고통스럽게,0,0,0,0,0,1,0,0
만져서알수있는,0,0,0,0,0,0,1,0
바람,0,0,1,1,0,1,0,0
세계적유행병,0,0,0,1,0,1,0,0
낙하산,0,0,0,1,0,0,0,0
마비,1,1,0,1,0,1,0,0
편집병,0,0,0,1,0,0,0,0
기생물,0,0,1,1,0,0,0,0
정수리,0,0,0,0,0,0,0,1
앵무새,0,0,1,0,0,0,0,0
함께하다,0,0,0,0,0,0,0,1
이별,0,0,0,0,0,1,0,0
승객,0,1,0,0,0,0,0,0
패스트리,0,0,0,0,1,0,0,0
서투른,0,0,1,0,0,1,0,0
환자,0,1,0,0,0,0,0,0
족장시대의,0,0,0,0,0,0,0,1
순찰,0,0,0,0,0,0,0,1
극빈자,0,0,0,0,0,1,0,0
폰,0,0,0,0,0,0,0,1
복수,1,0,0,0,0,0,0,0
평화,0,1,0,0,1,0,0,1
형벌,0,0,0,1,0,1,0,0
패널티,1,0,0,1,0,1,0,0
참회,0,0,0,1,0,1,0,0
잠겨있는,0,0,0,0,0,1,0,0
지각하다,0,0,0,0,0,0,0,1
파멸,1,0,1,1,0,1,0,0
다년생의,0,0,0,0,0,0,0,1
완전,0,1,0,0,1,0,1,1
아름다운요정,0,0,0,0,0,0,1,0
주기성,0,0,0,0,0,0,0,1
몹시괴롭히다,0,0,0,1,0,1,0,0
멸망한,0,0,0,0,0,1,0,0
죽는,0,0,0,1,0,1,0,0
위증,0,0,0,1,0,0,1,0
범인,1,0,1,1,0,1,0,0
영속하다,0,1,0,0,0,0,0,0
영속,0,1,0,0,0,0,0,1
박해하다,1,0,0,1,0,0,0,0
박해,1,0,1,1,0,1,0,0
개인적인,0,0,0,0,0,0,0,1
발한,0,0,1,0,0,0,0,0
설득,0,0,0,0,0,0,0,1
섭동,0,0,0,1,0,0,0,0
곡해,1,0,1,0,0,1,0,0
나쁜길로이끌다,1,0,1,0,0,0,0,0
이상의,0,0,1,0,0,0,0,0
염세주의,1,0,0,1,0,1,0,0
비관론자,0,0,0,1,0,1,0,0
해충,1,0,1,1,0,0,0,0
역병,0,0,1,1,0,0,0,0
석유,0,0,1,0,0,0,0,0
지골,0,0,0,1,0,0,0,1
환상,0,0,0,1,0,0,0,0
박애주의,0,0,0,0,0,0,0,1
박애주의자,0,0,0,0,0,0,0,1
철학자,0,0,0,0,0,0,0,1
담,0,0,1,0,0,0,0,0
위조품,1,0,1,0,0,0,0,0
내과의사,0,0,0,0,0,0,0,1
물리학자,0,0,0,0,0,0,0,1
피켓,1,1,0,1,0,0,0,0
피켓팅,1,0,0,0,0,0,0,0
피크닉,0,1,0,0,1,0,1,1
그림같은,0,0,0,0,1,0,0,0
알약,0,0,0,0,0,0,0,1
조종사,0,0,0,0,0,0,0,1
여드름,0,0,1,0,0,0,0,0
소나무,0,0,0,0,0,1,0,0
날개,0,0,0,1,0,0,0,0
돋우다,1,0,0,0,0,0,0,0
함정,1,0,1,1,0,1,1,0
동정,0,0,0,0,0,1,0,0
피벗,0,0,0,0,0,0,0,1
표절,0,0,1,0,0,0,0,0
슬픈듯한,0,0,0,0,0,1,0,0
계획,0,1,0,0,0,0,0,0
장난이심하다,1,0,0,0,1,0,1,1
운동장,0,1,0,0,1,0,1,1
극장,0,0,0,0,1,0,0,0
항변,0,1,0,1,0,1,0,0
쾌적한,0,1,0,0,1,0,1,1
기쁘게생각한,0,0,0,0,1,0,0,0
서약,0,0,0,0,1,0,0,1
상태,0,1,1,1,0,1,0,0
쿵,0,1,0,0,0,0,0,0
돌진,0,0,0,1,0,0,0,0
폐렴,0,0,0,1,0,0,0,0
밀렵,1,0,1,1,0,1,0,0
중독된,1,0,1,1,0,1,0,0
중독,0,0,1,0,0,0,0,0
찌름,0,1,0,0,0,0,0,0
극성,0,0,0,0,0,0,1,0
경찰,0,0,0,1,0,0,0,1
경관,0,0,0,1,0,0,0,1
정책,0,0,0,0,0,0,0,1
소아마비,0,0,0,1,0,1,0,0
정치,1,0,0,0,0,0,0,0
투표,0,0,0,0,0,0,0,1
일부다처제,0,0,1,0,0,0,0,0
제사장,0,0,0,0,0,0,0,1
팝,0,0,0,0,0,0,1,0
포르노,0,0,1,0,0,0,0,0
춘화,0,0,1,0,0,0,0,0
일대,0,0,0,1,0,0,0,0
소유한,1,0,1,1,0,0,0,0
가능성,0,1,0,0,0,0,0,0
사후의,0,0,0,0,0,1,0,0
파운드,1,0,0,0,0,0,0,0
가난,1,0,1,1,0,1,0,0
강력하게,0,0,0,1,0,0,0,0
연습한,0,0,0,0,1,0,1,1
칭찬,0,0,0,0,1,0,0,1
칭찬받는,0,0,0,0,1,0,0,0
기특한,0,1,0,0,1,0,1,1
믿을수없는,0,1,0,1,0,1,0,0
상위,0,0,0,0,0,0,0,1
귀한,0,1,0,0,1,0,1,0
전구물질,0,1,0,0,0,0,0,0
예측하다,0,1,0,0,0,0,0,0
예측,0,1,0,0,0,0,0,0
기분이나쁜,0,1,0,0,0,0,0,0
취하다,0,0,0,0,0,0,0,1
편견,1,0,0,0,0,0,0,0
편견을가진,0,0,1,1,0,0,0,0
예비의,0,1,0,0,0,0,0,0
미리생각한,0,0,0,1,0,0,0,0
예비,0,1,0,0,0,0,0,0
준비하다,0,1,0,0,0,0,0,0
준비된,0,1,0,0,0,0,0,1
준비,0,1,0,0,0,0,0,0
전제조건,0,1,0,0,0,0,0,0
미리아는,0,1,0,0,0,0,0,0
대통령,0,0,0,0,0,0,0,1
프레스토악장,0,0,0,0,1,0,1,0
예쁜,0,1,0,0,1,0,0,1
흐르다,0,1,0,0,1,0,0,0
만연한,0,0,0,0,0,0,0,1
자부심,0,0,0,0,1,0,0,0
사제직,0,1,0,0,1,1,0,1
뇌관,0,0,0,0,0,0,0,1
왕자다운,0,1,0,0,1,0,1,1
감옥,1,0,0,1,0,1,0,0
죄인,1,0,1,1,0,1,0,0
특권이있는,0,0,0,0,1,0,0,1
개연성,0,1,0,0,0,0,0,0
집행유예,0,1,0,1,0,1,0,0
확증,0,0,0,0,0,0,0,1
순서,0,0,0,1,0,0,0,0
진행,0,1,0,0,0,0,0,0
모독하는,1,0,0,0,0,0,0,0
욕설,1,0,0,0,0,0,0,0
직업적인,0,0,0,0,0,0,0,1
예지,0,1,0,1,0,0,0,0
발사체,0,0,0,1,0,0,0,0
프롤로그,0,1,0,0,0,0,0,0
예언의,0,1,0,0,0,0,0,0
예방의,0,1,0,0,0,0,0,1
전향적으로,0,1,0,0,0,0,0,0
번영하다,0,1,0,0,1,0,0,0
번영하는,0,0,0,0,1,0,0,0
매춘,0,0,1,0,0,1,0,0
보호된,0,0,0,0,0,0,0,1
신교도,0,0,0,1,0,0,0,0
교만한,0,1,0,0,1,0,0,1
입증된,0,0,0,0,0,0,0,1
~을제공하다,0,0,0,0,0,0,0,1
제공하는,0,1,0,0,1,0,0,1
단서,0,0,0,0,0,0,0,1
성나게하기,1,0,0,0,0,0,0,0
자극하는,1,0,1,0,0,0,0,0
배회,0,0,0,1,0,0,1,0
대리,0,0,0,0,0,0,0,1
캐내다,1,1,0,0,0,0,0,1
정신병,1,0,0,1,0,1,0,0
공공의,0,1,0,0,0,0,0,0
구토,0,0,1,0,0,0,0,0
퓨마,0,0,0,1,0,0,1,0
펀치,1,0,0,1,0,1,1,0
시간을정하다,0,1,0,0,0,0,0,1
날카로운,0,0,1,0,0,0,0,0
벌하다,0,0,0,1,0,0,0,0
처벌된,1,1,1,1,0,1,0,0
처벌하는,1,0,0,1,0,1,0,0
처벌,1,0,1,1,0,0,0,0
징벌적,1,0,0,1,0,1,0,0
펀트,0,1,0,0,0,0,0,0
강아지,0,1,0,0,0,0,0,1
전혀,0,0,0,0,0,0,0,1
연옥,0,0,1,1,0,0,0,0
숙청,0,0,0,1,0,0,0,0
정화,0,0,0,0,0,0,0,1
정화하다,0,0,0,0,1,0,0,1
청정,0,0,0,0,0,0,1,0
푸르르,0,0,0,0,1,0,0,1
고름,0,0,1,0,0,0,0,0
추정의,0,0,0,0,0,0,0,1
돌팔이의사,0,0,1,0,0,0,0,0
소택지,0,0,1,0,0,0,0,0
메추라기,0,0,0,1,0,0,0,0
기이한,0,0,0,0,1,0,0,1
자격있는,0,0,0,0,0,0,0,1
찌그러뜨리다,0,0,0,1,0,0,0,0
탐구,0,1,0,0,0,0,0,0
빠르게하다,0,1,0,0,0,0,0,0
수은,0,0,0,0,0,0,1,0
조용한,0,0,0,0,0,1,0,0
떨림,0,0,0,1,0,0,0,0
떨리는,0,0,0,1,0,0,0,0
인용문,0,1,0,0,0,0,1,0
어지러운,1,0,0,1,0,0,0,0
레이다,0,0,0,0,0,0,0,1
발광,0,1,0,0,1,0,0,1
광점,0,0,0,0,1,0,0,0
방사성의,0,0,0,1,0,0,0,0
라돈,0,0,0,1,0,0,0,0
래플,0,1,0,0,0,0,1,0
누더기,0,0,1,0,0,0,0,0
급습,1,0,0,1,0,0,1,0
레일,1,1,0,0,0,0,0,0
비오는,0,0,0,0,0,1,0,0
램,1,1,0,0,0,0,0,0
날뛰다,1,0,0,1,0,0,0,0
썩은냄새,0,0,1,0,0,0,0,0
무작위로,0,0,0,0,0,0,1,0
레인저,0,0,0,0,0,0,0,1
몸값,1,0,0,1,0,0,0,0
강간,1,0,1,1,0,1,0,0
빠른,0,0,0,0,0,0,1,0
래핑,1,0,0,0,0,0,0,0
맹금류,0,0,0,1,0,0,0,0
황홀경,0,1,0,0,1,0,0,0
희박,0,0,0,0,0,0,1,0
악당,1,0,1,1,0,0,0,0
발진,0,0,1,0,0,0,0,0
비준하다,0,0,0,0,0,0,0,1
이성적인,0,0,0,0,0,0,0,1
방울뱀,0,0,0,1,0,0,0,0
게걸스러운,1,0,0,1,0,1,0,0
좁은골짜기,0,0,0,1,0,0,0,0
미쳐날뛰는,1,1,0,1,1,0,1,0
면도칼,0,0,0,1,0,0,0,0
반응하다,1,0,0,1,0,0,0,0
레알,0,0,0,0,0,0,0,1
다시나타난다.,0,0,0,0,0,0,1,0
안심,0,0,0,0,0,0,0,1
안심시키다,0,0,0,0,0,0,0,1
반역자,1,0,0,1,0,0,0,0
고집불통,1,0,1,0,0,0,0,0
전수,0,1,0,0,1,0,1,0
오목부,0,0,0,1,0,0,0,0
경기후퇴,1,0,1,1,0,1,0,0
상습적범행,1,0,1,0,0,1,0,0
수령인,0,1,0,0,0,0,0,0
무모한,1,0,0,1,0,0,0,0
...에기대다,0,0,0,0,0,0,0,1
확인할수있는,0,1,0,0,0,0,0,0
재고,0,0,0,0,0,0,0,1
재건,0,1,0,0,0,0,0,0
휴양,0,1,0,0,1,0,0,0
레크리에이션,0,1,0,0,1,0,0,0
휘어진,0,0,0,0,0,0,1,0
환류,0,0,1,0,0,0,0,0
거절한,0,0,0,0,0,1,0,0
논박,0,0,0,1,0,0,0,0
리갈,0,0,0,0,0,0,0,1
요트경주,0,1,0,0,0,0,0,0
섭정,0,0,0,0,0,0,0,1
유감,0,0,0,0,0,1,0,0
유감스러운,0,0,0,0,0,1,0,0
후회하는,0,0,0,0,0,1,0,0
정격,0,1,0,0,0,0,0,1
규정하는,0,0,0,1,0,0,0,0
역류,0,0,1,0,0,0,0,0
복권,0,1,0,0,0,0,0,0
반제,0,0,0,0,0,0,0,1
보강,0,0,0,0,0,0,0,1
증원,0,0,0,0,0,0,0,1
받지않다,1,0,0,1,0,1,0,0
배제,1,0,1,1,0,1,0,0
거부하다,1,0,0,1,0,1,0,0
기쁘게하다,0,1,0,0,1,0,1,1
다시휘젓다,0,1,0,1,1,0,1,0
재발,0,0,0,1,0,1,0,0
관련,0,0,0,0,0,0,0,1
상대적인,0,0,0,0,0,0,0,1
관련된,0,0,0,0,0,0,0,1
신뢰할수있음,0,0,0,0,0,0,0,1
신뢰,0,0,0,0,0,0,0,1
종교,0,0,0,0,0,0,0,1
유적,0,0,1,1,0,0,0,1
반송,1,0,0,0,0,0,0,0
치료제,0,1,0,0,1,0,0,1
자책감,0,0,0,0,0,1,0,0
배신자,1,0,0,0,0,0,0,0
새롭게하다,0,1,0,0,0,0,0,0
배상,0,0,0,0,0,0,0,1
갚다,1,1,0,0,1,0,0,1
싫은,1,0,1,1,0,0,0,0
격퇴하는,0,0,1,0,0,0,0,0
회개하다,0,0,0,1,0,0,0,0
보고자,0,0,0,0,0,0,0,1
대표하는,0,1,0,0,0,0,0,0
억제,0,0,0,1,0,0,0,0
보복,1,0,0,1,0,1,0,0
치욕,1,0,1,0,0,1,0,0
반발,0,0,1,1,0,0,0,0
평판이좋은,0,0,0,0,0,0,0,1
레퀴엠,0,0,0,0,0,1,0,0
절제술,0,0,0,1,0,0,0,0
화내다,1,0,0,0,0,0,0,0
분개한,1,0,0,0,0,0,0,0
원한,1,0,1,0,0,1,0,0
사임하다,1,0,1,1,0,1,0,0
사직,0,0,0,0,0,1,1,0
사임한,0,0,0,0,0,1,0,0
저항,1,0,0,0,0,0,0,0
저항하는,0,0,0,1,0,0,0,0
자원,0,0,0,0,1,0,0,1
존경,0,1,0,0,1,0,0,1
책임있는,0,0,0,0,0,0,0,1
반응이빠른,0,1,0,0,0,0,0,1
안절부절못하는,0,1,0,0,0,0,0,0
강장제,0,1,0,0,1,0,0,1
제지하다,1,0,0,1,0,0,0,0
억제된,0,0,0,1,0,0,0,0
얽매다,0,0,0,0,0,1,0,0
유지하다,0,0,0,0,0,0,0,1
보복하다,1,0,0,0,0,0,0,0
앙갚음,1,0,0,1,0,0,0,0
보복적인,1,0,0,0,0,0,0,0
지체,0,0,1,1,0,1,0,0
말이없는,0,0,0,1,0,0,0,0
퇴직,0,1,0,1,1,1,0,1
쑥들어가게하다,1,0,0,0,0,0,0,0
재결합,0,1,0,0,0,0,0,1
술잔치,0,0,0,0,1,0,0,0
계시,0,0,0,0,1,0,0,0
숭배하다,0,1,0,0,1,0,0,1
숭경,0,0,0,0,1,0,0,1
반전,1,0,1,0,0,0,1,0
부흥시키다,0,1,0,0,0,0,0,0
반란,1,0,0,0,0,0,1,0
반란군,1,0,1,1,0,0,0,0
혁명,1,1,0,1,0,1,1,0
리볼버,1,0,0,1,0,1,0,0
격변,1,0,1,1,0,0,0,0
류머티즘,1,0,0,1,0,1,0,0
리드미칼한,0,0,0,0,1,0,1,0
리본,1,1,0,0,1,0,0,0
조소,1,0,1,0,0,1,0,0
엄밀,0,0,1,1,0,0,0,0
둘러싼사람,1,0,0,0,0,0,0,0
폭동의,1,0,0,1,0,0,1,0
익히다,0,1,0,0,0,0,0,0
로드스터,0,0,0,0,1,0,0,1
털다,1,0,1,1,0,1,0,0
로켓,1,0,0,0,0,0,0,0
막대,0,0,0,1,0,0,0,1
들떠떠들어대는,0,0,0,0,1,0,0,0
로맨스,0,1,0,1,1,1,1,1
낭만적인,0,1,0,0,1,0,0,1
낭만주의,0,0,0,0,1,0,0,0
사기꾼,1,0,1,0,0,0,0,0
뿌리박은,0,0,0,0,0,0,0,1
썩음,0,0,1,1,0,1,0,0
로타,0,0,0,0,0,0,0,1
썩어가는,0,0,1,0,0,0,0,0
룰렛,0,1,0,0,0,0,0,0
루틴,0,0,0,0,0,0,0,1
망가진,1,0,1,1,0,1,0,0
파멸적인,1,0,1,1,0,1,0,0
규칙,0,0,0,1,0,0,0,1
소문,0,0,0,0,0,1,0,0
파열,0,0,0,1,0,1,1,0
사보타주,1,0,1,1,0,1,1,0
희생,0,0,1,1,0,1,0,0
슬프게도,0,0,0,0,0,1,0,0
비애,0,0,0,0,0,1,0,1
안전한,0,0,0,0,1,0,0,1
세이지,0,0,0,0,0,0,0,1
성자,0,1,0,0,1,0,1,1
봉급,0,1,0,0,1,0,0,1
타액,0,1,0,0,0,0,0,0
출격,0,0,0,0,0,0,1,0
큰홀,1,0,0,0,0,0,0,0
경례,0,0,0,0,1,0,0,0
구원,0,1,0,0,1,0,0,1
사무라이,0,0,0,1,0,0,0,0
신성화,0,0,0,0,1,0,0,1
거룩하게하다,0,1,0,0,1,1,1,1
성역,0,1,0,0,1,0,0,1
수액,0,0,0,0,0,1,0,0
육종,0,0,0,1,0,1,0,0
만족한,0,0,0,0,1,0,0,0
야만상태,1,0,0,1,0,0,0,0
발판,0,0,0,1,0,0,0,0
메스,0,0,0,1,0,0,0,0
스캔들,0,0,0,1,0,0,0,0
속죄염소,1,0,0,1,0,0,0,0
흉터,1,0,1,1,0,1,0,0
공황,1,1,0,1,0,0,1,0
허수아비,0,0,0,1,0,0,0,0
정신분열증,1,0,1,1,0,1,0,0
학교,0,0,0,0,0,0,0,1
과학적,0,0,0,0,0,0,0,1
과학자,0,1,0,0,0,0,0,1
비웃다,1,0,1,0,0,0,0,0
꾸짖다,1,0,1,1,0,1,0,0
꾸지람,1,0,0,0,0,0,0,0
채찍,1,0,0,1,0,1,0,0
스크래피,1,0,0,1,0,1,0,0
비명,1,0,1,1,0,0,1,0
외침,1,0,1,1,0,0,0,0
진한럼주,0,0,0,1,0,0,1,0
나사로죈,1,0,0,0,0,0,0,0
스크럼,0,0,0,0,0,0,1,0
북북문질러닦기,0,0,1,0,0,0,0,0
자세히보다,0,1,0,0,0,0,0,0
봉인,0,0,0,0,0,0,0,1
물개,0,0,0,0,0,0,0,1
분비하다,0,0,1,0,0,0,0,0
분비,0,0,1,0,0,0,0,0
종파적인,1,0,0,1,0,0,0,0
속가,0,1,0,0,0,0,0,0
유가증권,0,0,0,0,0,0,0,1
목표물탐색,0,1,0,0,0,0,0,0
분리하다,1,0,1,0,0,1,0,0
발작,0,0,0,1,0,0,0,0
이기적인,1,0,1,0,0,0,0,0
상원,0,0,0,0,0,0,0,1
선임순위,0,0,0,0,0,0,0,1
관능적인,0,1,0,0,1,0,1,1
호색,0,1,0,0,1,0,0,0
감각적인,0,0,0,0,1,0,0,0
보초,0,0,0,0,0,0,0,1
분리파,1,0,1,0,0,0,0,0
부패물,0,0,1,0,0,0,0,0
연속물,0,1,0,0,0,0,0,0
시리즈,0,0,0,0,0,0,0,1
진지함,0,0,0,1,0,1,0,0
뱀,0,0,1,1,0,0,0,0
서브,0,0,0,0,0,0,0,1
노예같은,0,0,1,1,0,1,0,0
세틀러,0,0,0,1,0,0,0,0
하수오물,0,0,1,0,0,0,0,0
하수설비,0,0,1,0,0,0,0,0
섹스,0,1,0,0,1,0,0,1
초라한,0,0,1,0,0,0,0,0
오두막집,0,0,1,0,0,1,0,0
그늘진,0,0,0,1,0,0,0,0
흔들리는,0,0,0,1,0,0,0,0
부끄러움,0,0,1,1,0,1,0,0
부끄러운,0,0,0,0,0,1,0,0
뻔뻔한,0,0,1,0,0,0,0,0
상하이,0,0,1,1,0,0,0,0
정강이,0,0,0,1,0,0,0,0
피난처,0,0,0,0,0,0,0,1
목자,0,0,0,0,0,0,0,1
주장관,0,0,0,0,0,0,0,1
난파선,0,0,0,1,0,1,0,0
똥,1,0,1,0,0,0,0,0
